Ensembl.ID,Gene.name
ENSG00000100897.17_7,DCAF11
ENSG00000100902.11_6,PSMA6
ENSG00000100906.10_3,NFKBIA
ENSG00000100908.14_4,EMC9
ENSG00000100911.16_5,PSME2
ENSG00000100916.14_4,BRMS1L
ENSG00000100918.13_8,REC8
ENSG00000100926.15_8,TM9SF1
ENSG00000100934.15_5,SEC23A
ENSG00000100938.17_6,GMPR2
ENSG00000100941.9_3,PNN
ENSG00000100949.14_3,RABGGTA
ENSG00000100968.14_4,NFATC4
ENSG00000100979.15_5,PLTP
ENSG00000100982.12_4,PCIF1
ENSG00000100983.12_7,GSS
ENSG00000100985.7_3,MMP9
ENSG00000100987.14_4,VSX1
ENSG00000100991.12_5,TRPC4AP
ENSG00000100994.12_4,PYGB
ENSG00000100997.20_7,ABHD12
ENSG00000101000.6_5,PROCR
ENSG00000101003.10_3,GINS1
ENSG00000101004.15_6,NINL
ENSG00000101017.14_7,CD40
ENSG00000101019.22_6,UQCC1
ENSG00000101040.19_6,ZMYND8
ENSG00000101049.17_7,SGK2
ENSG00000101052.13_3,IFT52
ENSG00000101057.16_3,MYBL2
ENSG00000101074.4_3,R3HDML
ENSG00000101076.16_4,HNF4A
ENSG00000101079.21_6,NDRG3
ENSG00000101082.14_5,SLA2
ENSG00000101084.18_5,RAB5IF
ENSG00000101096.20_4,NFATC2
ENSG00000101098.12_3,RIMS4
ENSG00000101104.12_2,PABPC1L
ENSG00000101109.12_4,STK4
ENSG00000101115.13_4,SALL4
ENSG00000101126.18_7,ADNP
ENSG00000101132.10_3,PFDN4
ENSG00000101134.12_3,DOK5
ENSG00000101138.12_4,CSTF1
ENSG00000101144.13_4,BMP7
ENSG00000101146.13_4,RAE1
ENSG00000101150.17_4,TPD52L2
ENSG00000101152.11_3,DNAJC5
ENSG00000101158.15_5,NELFCD
ENSG00000101160.14_4,CTSZ
ENSG00000101161.8_3,PRPF6
ENSG00000101162.4_3,TUBB1
ENSG00000101166.16_4,PRELID3B
ENSG00000101180.16_4,HRH3
ENSG00000101181.17_3,MTG2
ENSG00000101182.15_5,PSMA7
ENSG00000101187.16_4,SLCO4A1
ENSG00000101188.5_3,NTSR1
ENSG00000101189.7_3,MRGBP
ENSG00000101190.13_4,TCFL5
ENSG00000101191.17_4,DIDO1
ENSG00000101193.8_3,GID8
ENSG00000101194.18_5,SLC17A9
ENSG00000101197.13_3,BIRC7
ENSG00000101198.15_4,NKAIN4
ENSG00000101199.13_7,ARFGAP1
ENSG00000101200.5_4,AVP
ENSG00000101203.16_2,COL20A1
ENSG00000101204.17_5,CHRNA4
ENSG00000101210.12_7,EEF1A2
ENSG00000101213.7_4,PTK6
ENSG00000101216.11_4,GMEB2
ENSG00000101220.17_3,C20orf27
ENSG00000101222.12_4,SPEF1
ENSG00000101224.17_4,CDC25B
ENSG00000101230.6_5,ISM1
ENSG00000101236.17_4,RNF24
ENSG00000101246.20_5,ARFRP1
ENSG00000101247.18_5,NDUFAF5
ENSG00000101251.12_6,SEL1L2
ENSG00000101255.11_4,TRIB3
ENSG00000101265.16_4,RASSF2
ENSG00000101266.19_7,CSNK2A1
ENSG00000101276.17_7,SLC52A3
ENSG00000101278.6_4,RPS10P5
ENSG00000101280.8_4,ANGPT4
ENSG00000101282.9_5,RSPO4
ENSG00000101290.14_6,CDS2
ENSG00000101292.7_3,PROKR2
ENSG00000101294.17_5,HM13
ENSG00000101298.15_5,SNPH
ENSG00000101306.11_3,MYLK2
ENSG00000101307.15_5,SIRPB1
ENSG00000101310.17_8,SEC23B
ENSG00000101311.15_3,FERMT1
ENSG00000101323.5_4,HAO1
ENSG00000101327.9_4,PDYN
ENSG00000101331.17_5,CCM2L
ENSG00000101333.16_3,PLCB4
ENSG00000101335.10_3,MYL9
ENSG00000101336.14_8,HCK
ENSG00000101337.16_5,TM9SF4
ENSG00000101342.10_3,TLDC2
ENSG00000101343.14_4,CRNKL1
ENSG00000101346.14_4,POFUT1
ENSG00000101347.9_6,SAMHD1
ENSG00000101349.16_6,PAK5
ENSG00000101350.8_3,KIF3B
ENSG00000101353.14_6,MROH8
ENSG00000101361.17_5,NOP56
ENSG00000101363.12_2,MANBAL
ENSG00000101365.21_5,IDH3B
ENSG00000101367.9_3,MAPRE1
ENSG00000101384.12_5,JAG1
ENSG00000101391.21_6,CDK5RAP1
ENSG00000101400.6_3,SNTA1
ENSG00000101405.3_3,OXT
ENSG00000101407.13_4,TTI1
ENSG00000101412.13_4,E2F1
ENSG00000101413.12_3,RPRD1B
ENSG00000101417.12_4,PXMP4
ENSG00000101421.4_3,CHMP4B
ENSG00000101425.14_6,BPI
ENSG00000101435.5_4,CST9L
ENSG00000101438.4_3,SLC32A1
ENSG00000101439.9_5,CST3
ENSG00000101440.9_2,ASIP
ENSG00000101441.4_3,CST4
ENSG00000101442.10_3,ACTR5
ENSG00000101443.18_3,WFDC2
ENSG00000101444.13_5,AHCY
ENSG00000101445.10_3,PPP1R16B
ENSG00000101446.8_4,SPINT3
ENSG00000101447.15_4,FAM83D
ENSG00000101448.13_5,EPPIN
ENSG00000101452.15_5,DHX35
ENSG00000101457.13_4,DNTTIP1
ENSG00000101460.13_3,MAP1LC3A
ENSG00000101463.6_3,SYNDIG1
ENSG00000101464.10_5,PIGU
ENSG00000101470.10_4,TNNC2
ENSG00000101473.17_5,ACOT8
ENSG00000101474.12_5,APMAP
ENSG00000101489.20_7,CELF4
ENSG00000101493.11_5,ZNF516
ENSG00000101542.10_3,CDH20
ENSG00000101544.9_4,ADNP2
ENSG00000101546.13_4,RBFA
ENSG00000101557.15_4,USP14
ENSG00000101558.13_5,VAPA
ENSG00000101574.15_5,METTL4
ENSG00000101577.9_5,LPIN2
ENSG00000101596.15_4,SMCHD1
ENSG00000101605.12_5,MYOM1
ENSG00000101608.12_6,MYL12A
ENSG00000101624.11_5,CEP76
ENSG00000101638.13_4,ST8SIA5
ENSG00000101639.18_8,CEP192
ENSG00000101654.17_5,RNMT
ENSG00000101665.9_4,SMAD7
ENSG00000101670.12_6,LIPG
ENSG00000101680.15_4,LAMA1
ENSG00000101695.9_4,RNF125
ENSG00000101745.17_4,ANKRD12
ENSG00000101746.15_5,NOL4
ENSG00000101751.10_5,POLI
ENSG00000101752.11_2,MIB1
ENSG00000101773.19_6,RBBP8
ENSG00000101782.15_4,RIOK3
ENSG00000101811.13_4,CSTF2
ENSG00000101812.12_3,H2BW2
ENSG00000101825.8_4,MXRA5
ENSG00000101842.13_5,VSIG1
ENSG00000101843.19_4,PSMD10
ENSG00000101844.18_4,ATG4A
ENSG00000101846.7_3,STS
ENSG00000101849.17_7,TBL1X
ENSG00000101850.13_5,GPR143
ENSG00000101856.10_3,PGRMC1
ENSG00000101868.11_4,POLA1
ENSG00000101871.15_4,MID1
ENSG00000101882.10_6,NKAP
ENSG00000101883.5_4,RHOXF1
ENSG00000101888.11_2,NXT2
ENSG00000101890.5_4,GUCY2F
ENSG00000101892.12_5,ATP1B4
ENSG00000101898.6_4,MCTS2P
ENSG00000101901.12_5,ALG13
ENSG00000101911.12_3,PRPS2
ENSG00000101916.11_2,TLR8
ENSG00000101928.13_4,MOSPD1
ENSG00000101935.10_5,AMMECR1
ENSG00000101938.15_5,CHRDL1
ENSG00000101940.18_3,WDR13
ENSG00000101945.16_2,SUV39H1
ENSG00000101951.17_3,PAGE4
ENSG00000101955.15_6,SRPX
ENSG00000101958.14_4,GLRA2
ENSG00000101966.12_3,XIAP
ENSG00000101972.18_3,STAG2
ENSG00000101974.14_5,ATP11C
ENSG00000101977.21_8,MCF2
ENSG00000101981.12_5,F9
ENSG00000101986.12_3,ABCD1
ENSG00000101997.13_3,CCDC22
ENSG00000102001.12_5,CACNA1F
ENSG00000102003.10_4,SYP
ENSG00000102007.11_3,PLP2
ENSG00000102010.15_3,BMX
ENSG00000102021.11_3,LUZP4
ENSG00000102024.18_4,PLS3
ENSG00000102030.16_7,NAA10
ENSG00000102032.13_5,RENBP
ENSG00000102034.16_3,ELF4
ENSG00000102038.15_5,SMARCA1
ENSG00000102043.16_5,MTMR8
ENSG00000102048.16_4,ASB9
ENSG00000102053.12_3,ZC3H12B
ENSG00000102054.17_4,RBBP7
ENSG00000102055.7_6,PPP1R2C
ENSG00000102057.10_5,KCND1
ENSG00000102076.10_5,OPN1LW
ENSG00000102078.16_6,SLC25A14
ENSG00000102081.14_8,FMR1
ENSG00000102096.9_4,PIM2
ENSG00000102098.19_6,SCML2
ENSG00000102100.16_6,SLC35A2
ENSG00000102103.16_7,PQBP1
ENSG00000102104.9_3,RS1
ENSG00000102109.9_4,PCSK1N
ENSG00000102119.11_3,EMD
ENSG00000102125.16_7,TAZ
ENSG00000102128.8_4,RAB40AL
ENSG00000102144.15_5,PGK1
ENSG00000102145.15_4,GATA1
ENSG00000102158.19_4,MAGT1
ENSG00000102172.16_4,SMS
ENSG00000102174.9_4,PHEX
ENSG00000102178.13_5,UBL4A
ENSG00000102181.21_6,CD99L2
ENSG00000102189.17_6,EEA1
ENSG00000102195.10_4,GPR50
ENSG00000102218.6_3,RP2
ENSG00000102221.14_6,JADE3
ENSG00000102225.16_9,CDK16
ENSG00000102226.10_4,USP11
ENSG00000102230.14_5,PCYT1B
ENSG00000102239.5_3,BRS3
ENSG00000102241.12_4,HTATSF1
ENSG00000102243.13_4,VGLL1
ENSG00000102245.8_3,CD40LG
ENSG00000102265.12_3,TIMP1
ENSG00000102271.14_5,KLHL4
ENSG00000102287.19_5,GABRE
ENSG00000102290.22_3,PCDH11X
ENSG00000102302.8_4,FGD1
ENSG00000102309.15_7,PIN4
ENSG00000102312.22_5,PORCN
ENSG00000102313.9_4,ITIH6
ENSG00000102316.17_3,MAGED2
ENSG00000102317.18_3,RBM3
ENSG00000102349.18_4,KLF8
ENSG00000102359.7_3,SRPX2
ENSG00000102362.15_3,SYTL4
ENSG00000102383.14_5,ZDHHC15
ENSG00000102384.13_2,CENPI
ENSG00000102385.12_2,DRP2
ENSG00000102387.15_3,TAF7L
ENSG00000102390.11_4,PBDC1
ENSG00000102393.11_4,GLA
ENSG00000102401.20_5,ARMCX3
ENSG00000102409.10_3,BEX4
ENSG00000102445.18_7,RUBCNL
ENSG00000102452.17_5,NALCN
ENSG00000102466.15_4,FGF14
ENSG00000102468.10_3,HTR2A
ENSG00000102471.14_5,NDFIP2
ENSG00000102524.11_3,TNFSF13B
ENSG00000102531.16_5,FNDC3A
ENSG00000102539.5_3,MLNR
ENSG00000102543.14_3,CDADC1
ENSG00000102547.19_4,CAB39L
ENSG00000102554.14_4,KLF5
ENSG00000102572.14_5,STK24
ENSG00000102575.13_7,ACP5
ENSG00000102580.15_4,DNAJC3
ENSG00000102595.20_5,UGGT2
ENSG00000102606.18_5,ARHGEF7
ENSG00000102678.7_3,FGF9
ENSG00000102683.7_3,SGCG
ENSG00000102699.6_5,PARP4
ENSG00000102710.20_7,SUPT20H
ENSG00000102738.8_4,MRPS31
ENSG00000102743.15_4,SLC25A15
ENSG00000102753.10_5,KPNA3
ENSG00000102755.12_4,FLT1
ENSG00000102760.13_3,RGCC
ENSG00000102763.18_7,VWA8
ENSG00000102780.16_3,DGKH
ENSG00000102781.14_5,KATNAL1
ENSG00000102786.15_8,INTS6
ENSG00000102794.10_5,ACOD1
ENSG00000102796.11_5,DHRS12
ENSG00000102802.10_3,MEDAG
ENSG00000102804.15_6,TSC22D1
ENSG00000102805.15_6,CLN5
ENSG00000102837.7_3,OLFM4
ENSG00000102854.16_6,MSLN
ENSG00000102858.13_8,MGRN1
ENSG00000102870.6_4,ZNF629
ENSG00000102871.16_4,TRADD
ENSG00000102878.16_3,HSF4
ENSG00000102879.15_3,CORO1A
ENSG00000102882.12_8,MAPK3
ENSG00000102886.15_4,GDPD3
ENSG00000102890.16_4,ELMO3
ENSG00000102891.4_3,MT4
ENSG00000102893.16_6,PHKB
ENSG00000102897.10_3,LYRM1
ENSG00000102898.12_4,NUTF2
ENSG00000102900.13_7,NUP93
ENSG00000102901.13_5,CENPT
ENSG00000102904.14_5,TSNAXIP1
ENSG00000102908.22_7,NFAT5
ENSG00000102910.14_4,LONP2
ENSG00000102921.8_6,N4BP1
ENSG00000102924.12_4,CBLN1
ENSG00000102931.8_4,ARL2BP
ENSG00000102934.10_4,PLLP
ENSG00000102935.11_6,ZNF423
ENSG00000102962.5_3,CCL22
ENSG00000102967.12_5,DHODH
ENSG00000102970.11_3,CCL17
ENSG00000102974.16_4,CTCF
ENSG00000102977.16_7,ACD
ENSG00000102978.13_4,POLR2C
ENSG00000102981.9_2,PARD6A
ENSG00000102984.15_9,ZNF821
ENSG00000102996.5_3,MMP15
ENSG00000103005.12_4,USB1
ENSG00000103018.17_6,CYB5B
ENSG00000103021.9_4,CCDC113
ENSG00000103023.11_4,PRSS54
ENSG00000103024.7_5,NME3
ENSG00000103034.14_6,NDRG4
ENSG00000103035.11_3,PSMD7
ENSG00000103037.11_3,SETD6
ENSG00000103042.9_5,SLC38A7
ENSG00000103043.15_5,VAC14
ENSG00000103044.11_5,HAS3
ENSG00000103047.8_4,TANGO6
ENSG00000103051.19_7,COG4
ENSG00000103056.12_5,SMPD3
ENSG00000103061.13_6,SLC7A6OS
ENSG00000103064.15_5,SLC7A6
ENSG00000103066.13_6,PLA2G15
ENSG00000103067.14_8,ESRP2
ENSG00000103089.9_4,FA2H
ENSG00000103091.15_5,WDR59
ENSG00000103111.15_6,MON1B
ENSG00000103121.9_4,CMC2
ENSG00000103126.15_5,AXIN1
ENSG00000103145.10_4,HCFC1R1
ENSG00000103148.16_5,NPRL3
ENSG00000103150.7_5,MLYCD
ENSG00000103152.11_3,MPG
ENSG00000103154.9_3,NECAB2
ENSG00000103160.12_5,HSDL1
ENSG00000103168.16_8,TAF1C
ENSG00000103174.13_6,NAGPA
ENSG00000103175.11_3,WFDC1
ENSG00000103184.12_4,SEC14L5
ENSG00000103187.8_5,COTL1
ENSG00000103194.15_5,USP10
ENSG00000103196.12_5,CRISPLD2
ENSG00000103197.18_5,TSC2
ENSG00000103199.14_7,ZNF500
ENSG00000103200.6_5,AC069335.1
ENSG00000103202.13_6,NME4
ENSG00000103222.19_4,ABCC1
ENSG00000103226.18_5,NOMO3
ENSG00000103227.18_7,LMF1
ENSG00000103241.7_3,FOXF1
ENSG00000103245.14_7,CIAO3
ENSG00000103248.19_8,MTHFSD
ENSG00000103249.18_5,CLCN7
ENSG00000103253.18_3,HAGHL
ENSG00000103254.10_5,ANTKMT
ENSG00000103257.9_4,SLC7A5
ENSG00000103260.9_6,METRN
ENSG00000103264.18_5,FBXO31
ENSG00000103266.11_3,STUB1
ENSG00000103269.13_3,RHBDL1
ENSG00000103274.11_4,NUBP1
ENSG00000103275.20_4,UBE2I
ENSG00000103310.10_4,ZP2
ENSG00000103313.12_4,MEFV
ENSG00000103316.11_4,CRYM
ENSG00000103319.12_3,EEF2K
ENSG00000103326.12_4,CAPN15
ENSG00000103335.22_5,PIEZO1
ENSG00000103342.13_6,GSPT1
ENSG00000103343.13_4,ZNF174
ENSG00000103351.13_7,CLUAP1
ENSG00000103353.16_5,UBFD1
ENSG00000103355.13_4,PRSS33
ENSG00000103356.16_4,EARS2
ENSG00000103363.14_3,ELOB
ENSG00000103365.15_7,GGA2
ENSG00000103375.11_4,AQP8
ENSG00000103381.12_4,CPPED1
ENSG00000103404.14_5,USP31
ENSG00000103415.12_5,HMOX2
ENSG00000103423.14_4,DNAJA3
ENSG00000103426.12_4,CORO7-PAM16
ENSG00000103429.11_3,BFAR
ENSG00000103449.12_4,SALL1
ENSG00000103460.17_4,TOX3
ENSG00000103472.10_6,RRN3P2
ENSG00000103479.16_4,RBL2
ENSG00000103485.19_5,QPRT
ENSG00000103489.12_5,XYLT1
ENSG00000103490.14_6,PYCARD
ENSG00000103494.14_7,RPGRIP1L
ENSG00000103495.14_5,MAZ
ENSG00000103496.15_5,STX4
ENSG00000103502.14_4,CDIPT
ENSG00000103507.14_6,BCKDK
ENSG00000103510.20_6,KAT8
ENSG00000103512.15_4,NOMO1
ENSG00000103522.16_3,IL21R
ENSG00000103528.17_4,SYT17
ENSG00000103534.17_6,TMC5
ENSG00000103540.16_4,CCP110
ENSG00000103544.15_7,VPS35L
ENSG00000103546.18_5,SLC6A2
ENSG00000103549.21_6,RNF40
ENSG00000103550.14_8,KNOP1
ENSG00000103569.10_4,AQP9
ENSG00000103591.13_5,AAGAB
ENSG00000103599.20_7,IQCH
ENSG00000103642.12_4,LACTB
ENSG00000103647.13_5,CORO2B
ENSG00000103653.16_3,CSK
ENSG00000103657.14_7,HERC1
ENSG00000103671.10_5,TRIP4
ENSG00000103707.10_5,MTFMT
ENSG00000103710.11_4,RASL12
ENSG00000103723.15_8,AP3B2
ENSG00000103740.10_4,ACSBG1
ENSG00000103742.12_4,IGDCC4
ENSG00000103769.10_4,RAB11A
ENSG00000103811.16_4,CTSH
ENSG00000103832.10_4,GOLGA8UP
ENSG00000103852.13_7,TTC23
ENSG00000103855.18_3,CD276
ENSG00000103876.12_4,FAH
ENSG00000103888.17_3,CEMIP
ENSG00000103932.12_6,RPAP1
ENSG00000103942.13_6,HOMER2
ENSG00000103966.11_5,EHD4
ENSG00000103978.16_5,TMEM87A
ENSG00000103994.17_8,ZNF106
ENSG00000103995.14_7,CEP152
ENSG00000104043.14_4,ATP8B4
ENSG00000104044.16_6,OCA2
ENSG00000104047.15_4,DTWD1
ENSG00000104055.16_6,TGM5
ENSG00000104059.4_4,FAM189A1
ENSG00000104064.17_4,GABPB1
ENSG00000104067.16_5,TJP1
ENSG00000104081.14_5,BMF
ENSG00000104093.13_5,DMXL2
ENSG00000104112.9_4,SCG3
ENSG00000104129.10_4,DNAJC17
ENSG00000104131.13_4,EIF3J
ENSG00000104133.15_9,SPG11
ENSG00000104140.7_4,RHOV
ENSG00000104142.11_3,VPS18
ENSG00000104147.9_4,OIP5
ENSG00000104154.7_4,SLC30A4
ENSG00000104164.11_5,BLOC1S6
ENSG00000104177.18_7,MYEF2
ENSG00000104205.15_6,SGK3
ENSG00000104213.13_3,PDGFRL
ENSG00000104218.14_6,CSPP1
ENSG00000104219.13_4,ZDHHC2
ENSG00000104221.13_4,BRF2
ENSG00000104228.13_4,TRIM35
ENSG00000104231.11_7,ZFAND1
ENSG00000104237.11_7,RP1
ENSG00000104267.10_3,CA2
ENSG00000104290.11_6,FZD3
ENSG00000104299.15_5,INTS9
ENSG00000104312.8_3,RIPK2
ENSG00000104313.20_6,EYA1
ENSG00000104320.13_5,NBN
ENSG00000104321.11_4,TRPA1
ENSG00000104324.16_6,CPQ
ENSG00000104325.7_6,DECR1
ENSG00000104327.7_5,CALB1
ENSG00000104331.9_6,BPNT2
ENSG00000104332.12_5,SFRP1
ENSG00000104341.17_5,LAPTM4B
ENSG00000104343.21_7,UBE2W
ENSG00000104356.11_4,POP1
ENSG00000104361.10_4,NIPAL2
ENSG00000104365.15_5,IKBKB
ENSG00000104368.18_6,PLAT
ENSG00000104369.5_4,JPH1
ENSG00000104371.5_4,DKK4
ENSG00000104375.17_7,STK3
ENSG00000104381.13_3,GDAP1
ENSG00000104388.15_6,RAB2A
ENSG00000104408.10_5,EIF3E
ENSG00000104412.8_4,EMC2
ENSG00000104413.18_6,ESRP1
ENSG00000104415.14_5,CCN4
ENSG00000104419.15_9,NDRG1
ENSG00000104427.12_3,ZC2HC1A
ENSG00000104432.14_5,IL7
ENSG00000104435.13_2,STMN2
ENSG00000104442.10_7,ARMC1
ENSG00000104447.12_5,TRPS1
ENSG00000104450.12_2,SPAG1
ENSG00000104472.10_4,CHRAC1
ENSG00000104490.18_7,NCALD
ENSG00000104497.14_6,SNX16
ENSG00000104499.7_4,GML
ENSG00000104517.13_7,UBR5
ENSG00000104518.11_6,GSDMD
ENSG00000104522.16_5,GFUS
ENSG00000104524.14_10,PYCR3
ENSG00000104529.17_9,EEF1D
ENSG00000104537.17_7,ANXA13
ENSG00000104549.12_3,SQLE
ENSG00000104611.12_4,SH2D4A
ENSG00000104613.12_4,INTS10
ENSG00000104626.15_3,ERI1
ENSG00000104635.14_6,SLC39A14
ENSG00000104643.10_3,MTMR9
ENSG00000104660.19_5,LEPROTL1
ENSG00000104671.8_4,DCTN6
ENSG00000104679.11_8,R3HCC1
ENSG00000104687.14_6,GSR
ENSG00000104689.10_5,TNFRSF10A
ENSG00000104691.15_7,UBXN8
ENSG00000104695.13_4,PPP2CB
ENSG00000104714.14_6,ERICH1
ENSG00000104722.14_3,NEFM
ENSG00000104723.21_4,TUSC3
ENSG00000104728.16_6,ARHGEF10
ENSG00000104731.14_6,KLHDC4
ENSG00000104738.18_7,MCM4
ENSG00000104755.15_6,ADAM2
ENSG00000104756.16_4,KCTD9
ENSG00000104760.17_5,FGL1
ENSG00000104763.19_9,ASAH1
ENSG00000104765.16_4,BNIP3L
ENSG00000104774.13_5,MAN2B1
ENSG00000104783.14_7,KCNN4
ENSG00000104804.8_6,TULP2
ENSG00000104805.16_7,NUCB1
ENSG00000104808.8_3,DHDH
ENSG00000104812.15_5,GYS1
ENSG00000104814.13_5,MAP4K1
ENSG00000104818.14_3,CGB2
ENSG00000104823.9_5,ECH1
ENSG00000104824.17_7,HNRNPL
ENSG00000104825.17_4,NFKBIB
ENSG00000104826.14_6,LHB
ENSG00000104827.12_4,CGB3
ENSG00000104833.12_7,TUBB4A
ENSG00000104835.14_4,SARS2
ENSG00000104848.1_3,KCNA7
ENSG00000104852.15_5,SNRNP70
ENSG00000104853.16_6,CLPTM1
ENSG00000104856.14_3,RELB
ENSG00000104859.15_5,CLASRP
ENSG00000104863.12_3,LIN7B
ENSG00000104866.11_5,PPP1R37
ENSG00000104870.13_7,FCGRT
ENSG00000104872.11_5,PIH1D1
ENSG00000104879.5_5,CKM
ENSG00000104880.18_4,ARHGEF18
ENSG00000104881.16_7,PPP1R13L
ENSG00000104883.8_5,PEX11G
ENSG00000104884.15_9,ERCC2
ENSG00000104885.18_3,DOT1L
ENSG00000104886.12_4,PLEKHJ1
ENSG00000104888.10_4,SLC17A7
ENSG00000104889.6_5,RNASEH2A
ENSG00000104892.17_5,KLC3
ENSG00000104894.12_4,CD37
ENSG00000104897.10_8,SF3A2
ENSG00000104899.8_4,AMH
ENSG00000104901.7_5,DKKL1
ENSG00000104903.5_4,LYL1
ENSG00000104904.12_6,OAZ1
ENSG00000104907.12_5,TRMT1
ENSG00000104915.15_6,STX10
ENSG00000104918.8_3,RETN
ENSG00000104921.15_5,FCER2
ENSG00000104936.17_5,DMPK
ENSG00000104938.17_4,CLEC4M
ENSG00000104941.8_4,RSPH6A
ENSG00000104946.13_5,TBC1D17
ENSG00000104951.16_5,IL4I1
ENSG00000104953.20_4,TLE6
ENSG00000104957.14_5,CCDC130
ENSG00000104960.15_2,PTOV1
ENSG00000104964.14_4,TLE5
ENSG00000104967.7_5,NOVA2
ENSG00000104969.10_5,SGTA
ENSG00000104970.11_4,KIR3DX1
ENSG00000104972.15_3,LILRB1
ENSG00000104973.18_6,MED25
ENSG00000104974.12_3,LILRA1
ENSG00000104976.12_4,SNAPC2
ENSG00000104979.9_4,C19orf53
ENSG00000104980.8_5,TIMM44
ENSG00000104983.8_5,CCDC61
ENSG00000104998.4_3,IL27RA
ENSG00000105011.9_4,ASF1B
ENSG00000105048.17_7,TNNT1
ENSG00000105053.11_7,VRK3
ENSG00000105058.12_4,FAM32A
ENSG00000105063.19_7,PPP6R1
ENSG00000105072.9_6,C19orf44
ENSG00000105085.10_4,MED26
ENSG00000105088.8_3,OLFM2
ENSG00000105122.13_8,RASAL3
ENSG00000105127.9_5,AKAP8
ENSG00000105131.8_5,EPHX3
ENSG00000105135.16_4,ILVBL
ENSG00000105136.20_3,ZNF419
ENSG00000105137.13_4,SYDE1
ENSG00000105141.6_4,CASP14
ENSG00000105143.12_6,SLC1A6
ENSG00000105146.13_3,AURKC
ENSG00000105171.10_5,POP4
ENSG00000105173.14_5,CCNE1
ENSG00000105176.18_6,URI1
ENSG00000105185.12_3,PDCD5
ENSG00000105186.16_5,ANKRD27
ENSG00000105193.9_4,RPS16
ENSG00000105197.11_5,TIMM50
ENSG00000105198.11_4,LGALS13
ENSG00000105202.9_8,FBL
ENSG00000105204.14_6,DYRK1B
ENSG00000105205.7_4,CLC
ENSG00000105219.10_6,CCNP
ENSG00000105220.17_7,GPI
ENSG00000105221.18_8,AKT2
ENSG00000105223.20_4,PLD3
ENSG00000105227.15_4,PRX
ENSG00000105229.7_3,PIAS4
ENSG00000105245.9_4,NUMBL
ENSG00000105246.6_3,EBI3
ENSG00000105248.16_4,YJU2
ENSG00000105251.11_5,SHD
ENSG00000105254.12_5,TBCB
ENSG00000105255.11_5,FSD1
ENSG00000105258.9_4,POLR2I
ENSG00000105261.7_3,OVOL3
ENSG00000105270.15_4,CLIP3
ENSG00000105278.11_4,ZFR2
ENSG00000105281.12_5,SLC1A5
ENSG00000105287.12_5,PRKD2
ENSG00000105289.15_4,TJP3
ENSG00000105290.12_6,APLP1
ENSG00000105298.14_5,CACTIN
ENSG00000105321.14_4,CCDC9
ENSG00000105323.17_5,HNRNPUL1
ENSG00000105325.14_4,FZR1
ENSG00000105327.17_4,BBC3
ENSG00000105329.10_6,TGFB1
ENSG00000105339.10_5,DENND3
ENSG00000105341.18_7,DMAC2
ENSG00000105352.10_3,CEACAM4
ENSG00000105355.9_6,PLIN3
ENSG00000105357.18_8,MYH14
ENSG00000105364.14_7,MRPL4
ENSG00000105366.15_5,SIGLEC8
ENSG00000105369.10_4,CD79A
ENSG00000105370.7_4,LIM2
ENSG00000105371.10_6,ICAM4
ENSG00000105372.8_6,RPS19
ENSG00000105373.19_6,NOP53
ENSG00000105374.10_6,NKG7
ENSG00000105376.5_4,ICAM5
ENSG00000105379.9_4,ETFB
ENSG00000105383.15_3,CD33
ENSG00000105388.16_4,CEACAM5
ENSG00000105392.16_5,CRX
ENSG00000105393.16_6,BABAM1
ENSG00000105397.14_6,TYK2
ENSG00000105398.4_4,SULT2A1
ENSG00000105401.9_7,CDC37
ENSG00000105402.8_6,NAPA
ENSG00000105404.11_5,RABAC1
ENSG00000105409.19_9,ATP1A3
ENSG00000105419.18_6,MEIS3
ENSG00000105426.16_5,PTPRS
ENSG00000105427.10_4,CNFN
ENSG00000105428.6_4,ZNRF4
ENSG00000105429.13_4,MEGF8
ENSG00000105438.9_5,KDELR1
ENSG00000105443.15_5,CYTH2
ENSG00000105447.13_4,GRWD1
ENSG00000105464.3_2,GRIN2D
ENSG00000105467.9_3,SYNGR4
ENSG00000105472.13_3,CLEC11A
ENSG00000105479.15_3,CCDC114
ENSG00000105483.18_6,CARD8
ENSG00000105486.14_7,LIG1
ENSG00000105492.16_6,SIGLEC6
ENSG00000105497.8_3,ZNF175
ENSG00000105499.14_5,PLA2G4C
ENSG00000105501.12_4,SIGLEC5
ENSG00000105507.3_4,CABP5
ENSG00000105509.10_4,HAS1
ENSG00000105514.8_6,RAB3D
ENSG00000105516.11_4,DBP
ENSG00000105518.14_5,TMEM205
ENSG00000105519.17_5,CAPS
ENSG00000105520.10_3,PLPPR2
ENSG00000105523.3_4,FAM83E
ENSG00000105538.10_5,RASIP1
ENSG00000105549.11_6,THEG
ENSG00000105550.10_4,FGF21
ENSG00000105552.15_6,BCAT2
ENSG00000105556.11_6,MIER2
ENSG00000105559.12_5,PLEKHA4
ENSG00000105568.18_5,PPP2R1A
ENSG00000105576.15_8,TNPO2
ENSG00000105583.11_6,WDR83OS
ENSG00000105605.7_2,CACNG7
ENSG00000105607.13_4,GCDH
ENSG00000105609.17_4,LILRB5
ENSG00000105610.6_4,KLF1
ENSG00000105612.9_4,DNASE2
ENSG00000105613.10_3,MAST1
ENSG00000105617.4_4,LENG1
ENSG00000105618.14_4,PRPF31
